country,product_gmid,unified_price,resale_price,tender_price,supply_price,promotion
MZ,516219,0,0,0,0,non-promoted
MZ,268012,0,0,0,0,non-promoted
MZ,268013,0,0,0,0,non-promoted
MZ,268014,0,0,0,0,non-promoted
MZ,268015,0,0,0,0,non-promoted
MZ,261604,0,0,0,0,non-promoted
MZ,494156,0,0,0,0,non-promoted
MZ,261605,0,0,0,0,non-promoted
MZ,261610,0,0,0,0,non-promoted
MZ,475649,0,0,0,0,non-promoted
MZ,307013,0,0,0,0,non-promoted
MZ,321233,0,0,0,0,non-promoted
MZ,645820,0,0,0,0,non-promoted
MZ,645818,0,0,0,0,non-promoted
MZ,645819,0,0,0,0,non-promoted
MZ,632896,0,0,0,0,non-promoted
MZ,475652,0,0,0,0,non-promoted
MZ,475862,0,0,0,0,non-promoted
MZ,475982,0,0,0,0,non-promoted
MZ,475871,0,0,0,0,non-promoted
MZ,475875,0,0,0,0,non-promoted
MZ,380567,0,0,0,0,non-promoted
MZ,684820,0,0,0,0,non-promoted
MZ,539185,0,0,0,0,non-promoted
MZ,539183,0,0,0,0,non-promoted
MZ,539181,0,0,0,0,non-promoted
MZ,539182,0,0,0,0,non-promoted
MZ,196680,0,0,0,0,non-promoted
MZ,196681,0,0,0,0,non-promoted
MZ,663419,0,0,0,0,non-promoted
MZ,281498,0,0,0,0,non-promoted
MZ,281499,0,0,0,0,non-promoted
MZ,281500,0,0,0,0,non-promoted
MZ,298801,0,0,0,0,non-promoted
MZ,354883,0,0,0,0,non-promoted
MZ,651772,0,0,0,0,non-promoted
MZ,475987,0,0,0,0,non-promoted
MZ,476931,0,0,0,0,non-promoted
MZ,475991,0,0,0,0,non-promoted
MZ,475988,0,0,0,0,non-promoted
MZ,352016,0,0,0,0,non-promoted
MZ,679090,0,0,0,0,non-promoted
MZ,475994,0,0,0,0,non-promoted
MZ,476949,0,0,0,0,non-promoted
MZ,476950,0,0,0,0,non-promoted
MZ,346667,0,0,0,0,non-promoted
MZ,654229,0,0,0,0,non-promoted
MZ,651891,0,0,0,0,non-promoted
MZ,476959,0,0,0,0,non-promoted
MZ,476938,0,0,0,0,non-promoted
MZ,476936,0,0,0,0,non-promoted
MZ,652574,0,0,0,0,non-promoted
MZ,653030,0,0,0,0,non-promoted
MZ,651969,0,0,0,0,non-promoted
MZ,551042,0,0,0,0,non-promoted
MZ,551043,0,0,0,0,non-promoted
MZ,628074,0,0,0,0,non-promoted
MZ,668290,0,0,0,0,non-promoted
MZ,245298,0,0,0,0,non-promoted
MZ,554510,0,0,0,0,non-promoted
MZ,554523,0,0,0,0,non-promoted
MZ,323487,0,0,0,0,non-promoted
MZ,298682,0,0,0,0,non-promoted
MZ,320343,0,0,0,0,non-promoted
MZ,320344,0,0,0,0,non-promoted
MZ,305481,0,0,0,0,non-promoted
MZ,141662,0,0,0,0,non-promoted
MZ,305479,0,0,0,0,non-promoted
MZ,371243,0,0,0,0,non-promoted
MZ,624625,0,0,0,0,non-promoted
MZ,625767,0,0,0,0,non-promoted
MZ,630763,0,0,0,0,non-promoted
MZ,625765,0,0,0,0,non-promoted
MZ,630791,0,0,0,0,non-promoted
MZ,487907,0,0,0,0,non-promoted
MZ,240939,0,0,0,0,non-promoted
MZ,611732,0,0,0,0,non-promoted
MZ,663982,0,0,0,0,non-promoted
MZ,624480,0,0,0,0,non-promoted
MZ,627331,0,0,0,0,non-promoted
MZ,443925,0,0,0,0,non-promoted
MZ,627329,0,0,0,0,non-promoted
MZ,627332,0,0,0,0,non-promoted
MZ,627328,0,0,0,0,non-promoted
MZ,663981,0,0,0,0,non-promoted
MZ,663988,0,0,0,0,non-promoted
MZ,627314,0,0,0,0,non-promoted
MZ,627327,0,0,0,0,non-promoted
MZ,626997,0,0,0,0,non-promoted
MZ,627326,0,0,0,0,non-promoted
MZ,663983,0,0,0,0,non-promoted
MZ,624479,0,0,0,0,non-promoted
MZ,627330,0,0,0,0,non-promoted
MZ,626630,0,0,0,0,non-promoted
MZ,324267,0,0,0,0,non-promoted
MZ,627160,0,0,0,0,non-promoted
MZ,693896,0,0,0,0,non-promoted
MZ,476664,0,0,0,0,non-promoted
MZ,370351,0,0,0,0,non-promoted
MZ,528888,0,0,0,0,non-promoted
MZ,502299,0,0,0,0,non-promoted
MZ,641849,0,0,0,0,non-promoted
MZ,643215,0,0,0,0,non-promoted
MZ,643216,0,0,0,0,non-promoted
MZ,642931,0,0,0,0,non-promoted
MZ,592593,0,0,0,0,non-promoted
MZ,671538,0,0,0,0,non-promoted
MZ,224938,0,0,0,0,non-promoted
MZ,541078,0,0,0,0,non-promoted
MZ,664051,0,0,0,0,non-promoted
MZ,664047,0,0,0,0,non-promoted
MZ,645815,0,0,0,0,non-promoted
MZ,67294,0,0,0,0,non-promoted
MZ,354890,0,0,0,0,non-promoted
MZ,663984,0,0,0,0,non-promoted
MZ,645817,0,0,0,0,non-promoted
MZ,663985,0,0,0,0,non-promoted
MZ,342280,0,0,0,0,non-promoted
MZ,476963,0,0,0,0,non-promoted
MZ,476043,0,0,0,0,non-promoted
MZ,476006,0,0,0,0,non-promoted
MZ,476956,0,0,0,0,non-promoted
MZ,476009,0,0,0,0,non-promoted
MZ,476955,0,0,0,0,non-promoted
MZ,477034,0,0,0,0,non-promoted
MZ,477015,0,0,0,0,non-promoted
MZ,476954,0,0,0,0,non-promoted
MZ,476957,0,0,0,0,non-promoted
MZ,663986,0,0,0,0,non-promoted
MZ,665371,0,0,0,0,non-promoted
MZ,297260,0,0,0,0,non-promoted
MZ,663987,0,0,0,0,non-promoted
MZ,390465,0,0,0,0,non-promoted
MZ,285368,0,0,0,0,non-promoted
MZ,638521,0,0,0,0,non-promoted
MZ,390470,0,0,0,0,non-promoted
MZ,264456,0,0,0,0,non-promoted
MZ,476933,0,0,0,0,non-promoted
MZ,298685,0,0,0,0,non-promoted
MZ,296593,0,0,0,0,non-promoted
MZ,405018,0,0,0,0,non-promoted
MZ,405039,0,0,0,0,non-promoted
MZ,415360,0,0,0,0,non-promoted
MZ,405069,0,0,0,0,non-promoted
MZ,305478,0,0,0,0,non-promoted
MZ,481580,0,0,0,0,non-promoted
MZ,671568,0,0,0,0,non-promoted
MZ,615926,0,0,0,0,non-promoted
MZ,241634,0,0,0,0,non-promoted
MZ,380554,0,0,0,0,non-promoted
MZ,615902,0,0,0,0,non-promoted
MZ,381782,0,0,0,0,non-promoted
MZ,625681,0,0,0,0,non-promoted
MZ,311168,0,0,0,0,non-promoted
MZ,277954,0,0,0,0,non-promoted
MZ,311166,0,0,0,0,non-promoted
MZ,293665,0,0,0,0,non-promoted
MZ,518946,0,0,0,0,non-promoted
MZ,505579,0,0,0,0,non-promoted
MZ,667138,0,0,0,0,non-promoted
MZ,506704,0,0,0,0,non-promoted
MZ,306216,0,0,0,0,non-promoted
MZ,306217,0,0,0,0,non-promoted
MZ,306218,0,0,0,0,non-promoted
MZ,306219,0,0,0,0,non-promoted
MZ,506739,0,0,0,0,non-promoted
MZ,291024,0,0,0,0,non-promoted
MZ,292174,0,0,0,0,non-promoted
MZ,436433,0,0,0,0,non-promoted
MZ,250800,0,0,0,0,non-promoted
MZ,436418,0,0,0,0,non-promoted
MZ,507364,0,0,0,0,non-promoted
MZ,506742,0,0,0,0,non-promoted
MZ,338199,0,0,0,0,non-promoted
MZ,239907,0,0,0,0,non-promoted
MZ,214082,0,0,0,0,non-promoted
MZ,346666,0,0,0,0,non-promoted
MZ,245296,0,0,0,0,non-promoted
MZ,476941,0,0,0,0,non-promoted
MZ,592685,0,0,0,0,non-promoted
MZ,592684,0,0,0,0,non-promoted
MZ,213714,0,0,0,0,non-promoted
MZ,213711,0,0,0,0,non-promoted
MZ,289137,0,0,0,0,non-promoted
MZ,651777,0,0,0,0,non-promoted
MZ,287550,0,0,0,0,non-promoted
MZ,287552,0,0,0,0,non-promoted
MZ,287553,0,0,0,0,non-promoted
MZ,289138,0,0,0,0,non-promoted
MZ,476712,0,0,0,0,non-promoted
MZ,592705,0,0,0,0,non-promoted
MZ,609071,0,0,0,0,non-promoted
MZ,671597,0,0,0,0,non-promoted
MZ,264980,0,0,0,0,non-promoted
MZ,311122,0,0,0,0,non-promoted
MZ,305928,0,0,0,0,non-promoted
MZ,296505,0,0,0,0,non-promoted
MZ,662889,0,0,0,0,non-promoted
MZ,476518,0,0,0,0,non-promoted
MZ,476630,0,0,0,0,non-promoted
MZ,298689,0,0,0,0,non-promoted
MZ,298691,0,0,0,0,non-promoted
MZ,374872,0,0,0,0,non-promoted
MZ,298693,0,0,0,0,non-promoted
MZ,252039,0,0,0,0,non-promoted
MZ,252040,0,0,0,0,non-promoted
MZ,252041,0,0,0,0,non-promoted
MZ,476960,0,0,0,0,non-promoted
MZ,476714,0,0,0,0,non-promoted
MZ,653312,0,0,0,0,non-promoted
MZ,696079,0,0,0,0,non-promoted
MZ,696080,0,0,0,0,non-promoted
MZ,222428,0,0,0,0,non-promoted
MZ,476716,0,0,0,0,non-promoted
MZ,371014,0,0,0,0,non-promoted
MZ,263269,0,0,0,0,non-promoted
MZ,249438,0,0,0,0,non-promoted
MZ,368552,0,0,0,0,non-promoted
MZ,172136,0,0,0,0,non-promoted
MZ,354950,0,0,0,0,non-promoted
MZ,663992,0,0,0,0,non-promoted
MZ,639608,0,0,0,0,non-promoted
MZ,249439,0,0,0,0,non-promoted
MZ,476715,0,0,0,0,non-promoted
MZ,476997,0,0,0,0,non-promoted
MZ,476996,0,0,0,0,non-promoted
MZ,258746,0,0,0,0,non-promoted
MZ,323469,0,0,0,0,non-promoted
MZ,323468,0,0,0,0,non-promoted
MZ,571696,0,0,0,0,non-promoted
MZ,187750,0,0,0,0,non-promoted
MZ,663995,0,0,0,0,non-promoted
MZ,187747,0,0,0,0,non-promoted
MZ,663996,0,0,0,0,non-promoted
MZ,663998,0,0,0,0,non-promoted
