country,distributor,distributor_product_name,sanofi_product_name,sanofi_gmid
KE,Harleys,Rhinathiol Infant 2% Syrup 125ml - Paed,RHINATHIOL 2.5G/125ML SYR BTX1 SAF XM,479387
